#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
CLTC,HIP1,9606.ENSP00000479606,9606.ENSP00000336747,0,0,0,0,0.049,0.865,0.8,0.317,0.98
HSPA4,OLR1,9606.ENSP00000302961,9606.ENSP00000309124,0,0,0,0,0.046,0.046,0,0.98,0.98
FKBP4,STIP1,9606.ENSP00000001008,9606.ENSP00000351646,0,0,0,0,0.475,0.38,0.5,0.891,0.979
ALDOC,GPI,9606.ENSP00000378731,9606.ENSP00000405573,0,0,0,0,0.432,0.091,0.851,0.766,0.979
FOXO3,SMAD4,9606.ENSP00000339527,9606.ENSP00000341551,0,0,0,0,0.157,0.525,0.5,0.908,0.979
BCL2,MAPK8,9606.ENSP00000381185,9606.ENSP00000378974,0,0,0,0,0.094,0.287,0.9,0.713,0.979
PTEN,USP7,9606.ENSP00000361021,9606.ENSP00000343535,0,0,0,0,0.088,0.796,0.5,0.8,0.979
DUSP10,MAPK9,9606.ENSP00000355866,9606.ENSP00000394560,0,0,0,0,0.075,0.69,0.9,0.354,0.979
BAG5,HSPA8,9606.ENSP00000338814,9606.ENSP00000437125,0,0,0,0,0.073,0.664,0.4,0.903,0.979
DNAJB1,STUB1,9606.ENSP00000254322,9606.ENSP00000219548,0,0,0,0,0.064,0.297,0,0.971,0.979
SMAD3,STUB1,9606.ENSP00000332973,9606.ENSP00000219548,0,0,0,0,0.064,0.541,0.9,0.587,0.979
ACTB,KAT5,9606.ENSP00000494750,9606.ENSP00000340330,0,0,0,0,0.059,0.578,0.9,0.536,0.979
HRAS,MAPK1,9606.ENSP00000407586,9606.ENSP00000215832,0,0,0,0,0.056,0.098,0.9,0.783,0.979
BECN1,HTT,9606.ENSP00000355231,9606.ENSP00000347184,0,0,0,0,0.049,0.303,0.9,0.733,0.979
HTT,UBE2K,9606.ENSP00000347184,9606.ENSP00000261427,0,0,0,0,0.049,0.712,0,0.932,0.979
AP2B1,CLTB,9606.ENSP00000483185,9606.ENSP00000309415,0,0,0,0,0.047,0.697,0.9,0.357,0.979
JUNB,MAPK9,9606.ENSP00000303315,9606.ENSP00000394560,0,0,0,0,0.047,0.701,0.9,0.357,0.979
ATF2,MAPK13,9606.ENSP00000264110,9606.ENSP00000211287,0,0,0,0,0,0.651,0.9,0.453,0.979
HSPA1B,STUB1,9606.ENSP00000364801,9606.ENSP00000219548,0,0,0,0,0,0.922,0,0.744,0.979
HTT,SH3GL3,9606.ENSP00000347184,9606.ENSP00000320092,0,0,0,0,0,0.64,0,0.945,0.979
PRKN,VDAC1,9606.ENSP00000355865,9606.ENSP00000378487,0,0,0,0,0,0.799,0.5,0.813,0.979
SNCA,VDAC1,9606.ENSP00000500990,9606.ENSP00000378487,0,0,0,0,0,0.292,0,0.972,0.979
MAP3K5,MAPK8,9606.ENSP00000351908,9606.ENSP00000378974,0,0,0,0.607,0.044,0,0.9,0.797,0.978
CCT5,STIP1,9606.ENSP00000280326,9606.ENSP00000351646,0,0,0,0,0.685,0.045,0.9,0.364,0.978
DNAJC3,HSPA5,9606.ENSP00000473631,9606.ENSP00000324173,0.041,0,0,0,0.436,0.663,0.162,0.879,0.978
ACTB,RHOA,9606.ENSP00000494750,9606.ENSP00000400175,0,0,0,0,0.426,0.07,0.9,0.646,0.978
GAPDH,H6PD,9606.ENSP00000380070,9606.ENSP00000473348,0.121,0,0,0,0.405,0.09,0.8,0.806,0.978
GAPDH,TKT,9606.ENSP00000380070,9606.ENSP00000391481,0.091,0,0,0,0.349,0.165,0.875,0.706,0.978
DUSP4,MAPK9,9606.ENSP00000240100,9606.ENSP00000394560,0,0,0,0,0.084,0.513,0.9,0.57,0.978
MAPK8IP3,MAPK9,9606.ENSP00000481780,9606.ENSP00000394560,0,0,0,0,0.059,0.649,0.9,0.42,0.978
SMAD3,SP1,9606.ENSP00000332973,9606.ENSP00000329357,0,0,0,0,0.056,0.825,0.5,0.774,0.978
HSP90AB1,PGR,9606.ENSP00000360609,9606.ENSP00000325120,0,0,0,0,0.054,0.177,0.5,0.95,0.978
ESR1,RELA,9606.ENSP00000405330,9606.ENSP00000384273,0,0,0,0,0,0.787,0,0.904,0.978
MAP2K3,MAPK1,9606.ENSP00000345083,9606.ENSP00000215832,0,0,0.101,0.639,0.075,0.514,0.9,0.533,0.977
BPGM,ENO1,9606.ENSP00000376840,9606.ENSP00000495530,0.057,0,0,0,0.399,0.091,0.925,0.498,0.977
HSPA1A,HSPB1,9606.ENSP00000364802,9606.ENSP00000248553,0,0,0,0,0.375,0.091,0.8,0.826,0.977
HSP90AB1,HSPA5,9606.ENSP00000360609,9606.ENSP00000324173,0,0.001,0,0,0.372,0.396,0,0.945,0.977
ALDOA,GAPDHS,9606.ENSP00000496166,9606.ENSP00000222286,0.079,0,0,0,0.246,0.091,0.938,0.502,0.977
HSPA4,PPID,9606.ENSP00000302961,9606.ENSP00000303754,0,0,0,0,0.246,0.095,0,0.97,0.977
HSPA8,PLRG1,9606.ENSP00000437125,9606.ENSP00000424417,0,0,0,0,0.093,0,0.8,0.886,0.977
KAT2B,TAF4,9606.ENSP00000263754,9606.ENSP00000252996,0,0,0,0,0.076,0.093,0.9,0.767,0.977
BAG2,BAG3,9606.ENSP00000359727,9606.ENSP00000358081,0,0,0,0,0.075,0.292,0.54,0.934,0.977
MAPK8,SMAD3,9606.ENSP00000378974,9606.ENSP00000332973,0,0,0,0,0.074,0.387,0.9,0.652,0.977
HSP90B1,TLR2,9606.ENSP00000299767,9606.ENSP00000260010,0,0,0,0,0.058,0.063,0,0.976,0.977
FKBP5,PGR,9606.ENSP00000444810,9606.ENSP00000325120,0,0,0,0,0.048,0.57,0.5,0.903,0.977
FKBP4,PGR,9606.ENSP00000001008,9606.ENSP00000325120,0,0,0,0,0.047,0.102,0.8,0.885,0.977
FOS,MAPK9,9606.ENSP00000306245,9606.ENSP00000394560,0,0,0,0,0,0.297,0.9,0.706,0.977
IRS1,SRC,9606.ENSP00000304895,9606.ENSP00000362680,0,0,0,0,0,0.098,0.4,0.961,0.977
MDM4,SFN,9606.ENSP00000356150,9606.ENSP00000340989,0,0,0,0,0,0.948,0,0.575,0.977
ALDOA,ALDOB,9606.ENSP00000496166,9606.ENSP00000497767,0,0,0.054,0.972,0,0.622,0.9,0.427,0.976
DNAJB1,DNAJC3,9606.ENSP00000254322,9606.ENSP00000473631,0,0,0,0.602,0.105,0.096,0.9,0.747,0.976
MAP2K7,MAPK9,9606.ENSP00000381070,9606.ENSP00000394560,0,0,0,0.572,0.073,0.604,0.9,0.44,0.976
GPI,LDHA,9606.ENSP00000405573,9606.ENSP00000445175,0.091,0,0,0,0.399,0,0.8,0.809,0.976
DNAJB4,HSPA1B,9606.ENSP00000359799,9606.ENSP00000364801,0.041,0,0.398,0,0.304,0.698,0.162,0.812,0.976
DNAJB6,HSPA1B,9606.ENSP00000262177,9606.ENSP00000364801,0.041,0,0.389,0,0.283,0.702,0.475,0.711,0.976
ATF2,EP300,9606.ENSP00000264110,9606.ENSP00000263253,0,0,0,0,0.119,0.516,0.8,0.757,0.976
ELK1,MAPK8,9606.ENSP00000366182,9606.ENSP00000378974,0,0,0,0,0.111,0.722,0.9,0.143,0.976
CDC42,MAPK9,9606.ENSP00000497733,9606.ENSP00000394560,0,0,0,0,0.073,0.473,0.9,0.58,0.976
HDAC1,KAT2B,9606.ENSP00000362649,9606.ENSP00000263754,0,0,0,0,0.063,0.183,0.5,0.946,0.976
AP2A2,CLTC,9606.ENSP00000327694,9606.ENSP00000479606,0,0,0,0,0.056,0.613,0.9,0.439,0.976
MAP3K7,TRADD,9606.ENSP00000358335,9606.ENSP00000341268,0,0,0,0,0.053,0.052,0.9,0.768,0.976
FOS,SMAD3,9606.ENSP00000306245,9606.ENSP00000332973,0,0,0,0,0,0.51,0,0.954,0.976
CYC1,SDHB,9606.ENSP00000317159,9606.ENSP00000364649,0.055,0,0,0,0.922,0.096,0.285,0.56,0.975
ACTB,GAPDH,9606.ENSP00000494750,9606.ENSP00000380070,0,0,0,0,0.605,0.23,0,0.925,0.975
PGAM1,PKM,9606.ENSP00000359991,9606.ENSP00000320171,0.059,0,0,0,0.505,0,0.285,0.934,0.975
ACTB,CDC42,9606.ENSP00000494750,9606.ENSP00000497733,0,0,0,0,0.415,0.07,0.9,0.596,0.975
GRPEL1,HSPA4,9606.ENSP00000264954,9606.ENSP00000302961,0.057,0,0,0,0.411,0.593,0,0.904,0.975
GAPDH,TKTL1,9606.ENSP00000380070,9606.ENSP00000358931,0.091,0,0,0,0.3,0,0.875,0.724,0.975
HSPA5,SOD1,9606.ENSP00000324173,9606.ENSP00000270142,0,0,0,0,0.093,0.236,0.9,0.691,0.975
NCOA3,SRC,9606.ENSP00000361066,9606.ENSP00000362680,0,0,0,0,0.066,0.076,0.9,0.748,0.975
HSP90AA1,MYC,9606.ENSP00000335153,9606.ENSP00000478887,0,0,0,0,0.062,0.606,0,0.939,0.975
ATR,TP53BP1,9606.ENSP00000343741,9606.ENSP00000371475,0,0,0,0,0.055,0.884,0,0.792,0.975
MAPK8,RELA,9606.ENSP00000378974,9606.ENSP00000384273,0,0,0,0,0.054,0.045,0.9,0.758,0.975
HIF1A,SMAD3,9606.ENSP00000437955,9606.ENSP00000332973,0,0,0,0,0.044,0.784,0,0.888,0.975
MAPT,VDAC1,9606.ENSP00000340820,9606.ENSP00000378487,0,0,0,0,0,0.095,0,0.974,0.975
SIAH1,SNCA,9606.ENSP00000349156,9606.ENSP00000500990,0,0,0,0,0,0.746,0.8,0.556,0.975
ESR1,PGR,9606.ENSP00000405330,9606.ENSP00000325120,0,0,0,0.673,0.24,0.771,0.7,0.56,0.974
GAPDH,TKTL2,9606.ENSP00000380070,9606.ENSP00000280605,0.091,0,0,0,0.3,0,0.875,0.711,0.974
MED1,NCOA3,9606.ENSP00000300651,9606.ENSP00000361066,0,0,0,0,0.19,0,0.9,0.715,0.974
MDM2,NPM1,9606.ENSP00000258149,9606.ENSP00000296930,0,0,0,0,0.074,0.785,0,0.88,0.974
APAF1,TP53,9606.ENSP00000448165,9606.ENSP00000269305,0,0,0,0,0.067,0.164,0.75,0.885,0.974
JUN,SRC,9606.ENSP00000360266,9606.ENSP00000362680,0,0,0,0,0.062,0.085,0.9,0.737,0.974
MYC,SP1,9606.ENSP00000478887,9606.ENSP00000329357,0,0,0,0,0.06,0.785,0,0.883,0.974
KAT5,MYC,9606.ENSP00000340330,9606.ENSP00000478887,0,0,0,0,0,0.676,0,0.925,0.974
AHSA1,FKBP4,9606.ENSP00000216479,9606.ENSP00000001008,0,0,0,0,0.392,0.613,0,0.894,0.973
ALDOA,LDHA,9606.ENSP00000496166,9606.ENSP00000445175,0,0,0,0,0.281,0.205,0.8,0.797,0.973
DNAJB6,HSPA4,9606.ENSP00000262177,9606.ENSP00000302961,0.041,0,0.263,0,0.252,0.142,0.475,0.907,0.973
ATF2,MAPK1,9606.ENSP00000264110,9606.ENSP00000215832,0,0,0,0,0.116,0.811,0.65,0.596,0.973
ALDOA,TKT,9606.ENSP00000496166,9606.ENSP00000391481,0.079,0,0,0,0.109,0.174,0.932,0.506,0.973
MAP3K1,TRAF6,9606.ENSP00000382423,9606.ENSP00000433623,0,0,0,0,0.109,0.241,0.9,0.651,0.973
CDC37,HSP90B1,9606.ENSP00000222005,9606.ENSP00000299767,0,0,0,0,0.067,0.486,0.8,0.756,0.973
JUNB,MAPK8,9606.ENSP00000303315,9606.ENSP00000378974,0,0,0,0,0.055,0.568,0.9,0.436,0.973
BAG1,HSPBP1,9606.ENSP00000489189,9606.ENSP00000255631,0,0,0,0,0.05,0,0.9,0.74,0.973
DDX5,ESR1,9606.ENSP00000225792,9606.ENSP00000405330,0,0,0,0,0,0.771,0.5,0.784,0.973
MDM4,USP7,9606.ENSP00000356150,9606.ENSP00000343535,0,0,0,0,0,0.79,0.5,0.767,0.973
FKBP4,FKBP5,9606.ENSP00000001008,9606.ENSP00000444810,0,0,0.063,0.955,0.049,0,0.9,0.73,0.972
EEF1A1,GAPDH,9606.ENSP00000339063,9606.ENSP00000380070,0,0,0,0,0.341,0.624,0,0.898,0.972
GAPDHS,TALDO1,9606.ENSP00000222286,9606.ENSP00000321259,0.061,0,0,0,0.297,0,0.931,0.455,0.972
DNAJB12,HSPA8,9606.ENSP00000345575,9606.ENSP00000437125,0.041,0,0.261,0,0.253,0.8,0.162,0.75,0.972
ALDOA,TALDO1,9606.ENSP00000496166,9606.ENSP00000321259,0,0,0,0,0.232,0.186,0.911,0.566,0.972
HTT,SETD2,9606.ENSP00000347184,9606.ENSP00000386759,0,0,0,0,0.145,0.725,0,0.893,0.972
EP300,SIRT1,9606.ENSP00000263253,9606.ENSP00000212015,0,0,0,0,0.138,0.698,0,0.902,0.972
MRPL13,SYNCRIP,9606.ENSP00000306548,9606.ENSP00000358635,0,0,0,0,0.081,0.047,0,0.971,0.972
MAPK8,TRAF6,9606.ENSP00000378974,9606.ENSP00000433623,0,0,0,0,0.08,0.062,0.9,0.715,0.972
HDAC1,SMAD4,9606.ENSP00000362649,9606.ENSP00000341551,0,0,0,0,0.068,0.516,0.5,0.893,0.972
MAP3K7,TLR4,9606.ENSP00000358335,9606.ENSP00000363089,0,0,0,0,0.067,0.84,0.5,0.678,0.972
BCL10,MAP3K7,9606.ENSP00000498104,9606.ENSP00000358335,0,0,0,0,0.055,0.345,0.9,0.607,0.972
MAPK8IP2,MAPK9,9606.ENSP00000330572,9606.ENSP00000394560,0,0,0,0,0.055,0.333,0.9,0.621,0.972
BIRC2,CD40,9606.ENSP00000477613,9606.ENSP00000361359,0,0,0,0,0.051,0.645,0.54,0.842,0.972
AKT1,IRS1,9606.ENSP00000451828,9606.ENSP00000304895,0,0,0,0,0.049,0.539,0,0.941,0.972
ATF2,MAPK9,9606.ENSP00000264110,9606.ENSP00000394560,0,0,0,0,0.043,0.846,0.4,0.722,0.972
HSP90AB1,RIPK1,9606.ENSP00000360609,9606.ENSP00000259808,0,0,0,0,0.042,0.308,0.9,0.637,0.972
HSPA4,PGR,9606.ENSP00000302961,9606.ENSP00000325120,0,0,0,0,0,0.356,0,0.959,0.972
CHEK1,CHEK2,9606.ENSP00000391090,9606.ENSP00000372023,0,0,0,0.593,0.298,0.922,0,0.526,0.971
MAP3K7,MAPK8,9606.ENSP00000358335,9606.ENSP00000378974,0,0,0,0.583,0.128,0.568,0.9,0.332,0.971
ATM,PRKDC,9606.ENSP00000278616,9606.ENSP00000313420,0,0,0,0.548,0.158,0.413,0.9,0.489,0.971
GPI,PGK1,9606.ENSP00000405573,9606.ENSP00000362413,0.115,0,0,0,0.866,0.092,0,0.767,0.971
AHSA1,HSPA4,9606.ENSP00000216479,9606.ENSP00000302961,0,0,0,0,0.368,0.125,0,0.952,0.971
FOXO3,USP7,9606.ENSP00000339527,9606.ENSP00000343535,0,0,0,0,0.155,0.535,0.9,0.356,0.971
MAPK8,MAPK8IP2,9606.ENSP00000378974,9606.ENSP00000330572,0,0,0,0,0.076,0.097,0.9,0.694,0.971
CDC42,PTEN,9606.ENSP00000497733,9606.ENSP00000361021,0,0,0,0,0.057,0.099,0.9,0.704,0.971
HSPA1B,TP53,9606.ENSP00000364801,9606.ENSP00000269305,0,0,0,0,0.055,0.787,0,0.867,0.971
OPTN,RIPK1,9606.ENSP00000368022,9606.ENSP00000259808,0,0,0,0,0.054,0.785,0.5,0.754,0.971
AKT1,HSPA5,9606.ENSP00000451828,9606.ENSP00000324173,0,0,0,0,0.042,0.637,0,0.924,0.971
BAG1,HSPA1B,9606.ENSP00000489189,9606.ENSP00000364801,0,0,0,0,0,0.791,0.4,0.788,0.971
HSPA4,PRKN,9606.ENSP00000302961,9606.ENSP00000355865,0,0,0,0,0,0.835,0,0.834,0.971
ALDOB,GPI,9606.ENSP00000497767,9606.ENSP00000405573,0,0,0,0,0.336,0.091,0.851,0.707,0.97
G6PD,GAPDH,9606.ENSP00000377192,9606.ENSP00000380070,0.069,0,0,0,0.323,0.09,0.8,0.783,0.97
DNAJC7,HSP90AA1,9606.ENSP00000406463,9606.ENSP00000335153,0.042,0,0,0,0.317,0.771,0,0.823,0.97
ALDOC,GAPDHS,9606.ENSP00000378731,9606.ENSP00000222286,0.079,0,0,0,0.246,0.091,0.938,0.351,0.97
EIF4G1,HSPA8,9606.ENSP00000416255,9606.ENSP00000437125,0,0,0,0,0.155,0.169,0.8,0.812,0.97
CDKN1A,MAP3K5,9606.ENSP00000384849,9606.ENSP00000351908,0,0,0,0,0.098,0.292,0.9,0.589,0.97
JUN,MYC,9606.ENSP00000360266,9606.ENSP00000478887,0,0,0,0,0.079,0.626,0,0.922,0.97
CFTR,STUB1,9606.ENSP00000003084,9606.ENSP00000219548,0,0,0,0,0,0.833,0,0.831,0.97
FOS,NCOA3,9606.ENSP00000306245,9606.ENSP00000361066,0,0,0,0,0,0.327,0.9,0.593,0.97
MAP2K3,MAPK13,9606.ENSP00000345083,9606.ENSP00000211287,0,0,0.167,0.614,0.062,0.512,0.9,0.318,0.969
PPID,STIP1,9606.ENSP00000303754,9606.ENSP00000351646,0,0,0,0,0.667,0.342,0,0.87,0.969
GPI,PGAM1,9606.ENSP00000405573,9606.ENSP00000359991,0,0,0,0,0.566,0,0.823,0.629,0.969
HSP90B1,HSPA9,9606.ENSP00000299767,9606.ENSP00000297185,0,0,0,0,0.374,0.272,0,0.937,0.969
HSP90AB1,HSPA1A,9606.ENSP00000360609,9606.ENSP00000364802,0,0.002,0,0,0.343,0.314,0.5,0.878,0.969
DNAJB1,HSPA1L,9606.ENSP00000254322,9606.ENSP00000364805,0.041,0,0.424,0,0.269,0.711,0.563,0.514,0.969
ALDOB,GAPDHS,9606.ENSP00000497767,9606.ENSP00000222286,0.079,0,0,0,0.246,0.091,0.938,0.331,0.969
MAPK1,SP1,9606.ENSP00000215832,9606.ENSP00000329357,0,0,0,0,0.179,0.539,0.9,0.286,0.969
HSPA1A,HSPBP1,9606.ENSP00000364802,9606.ENSP00000255631,0,0,0,0,0.109,0.922,0,0.588,0.969
BIRC2,MAP3K7,9606.ENSP00000477613,9606.ENSP00000358335,0,0,0,0,0.106,0.746,0.65,0.66,0.969
BCL2,MAPK1,9606.ENSP00000381185,9606.ENSP00000215832,0,0,0,0,0.086,0.292,0.9,0.586,0.969
DUSP5,MAPK8,9606.ENSP00000358596,9606.ENSP00000378974,0,0,0,0,0.086,0.189,0.9,0.64,0.969
HSPA8,TFRC,9606.ENSP00000437125,9606.ENSP00000376197,0,0,0,0,0.072,0.045,0.5,0.939,0.969
ALDOA,TKTL2,9606.ENSP00000496166,9606.ENSP00000280605,0.079,0,0,0,0.067,0.091,0.932,0.506,0.969
HSPA8,PLIN2,9606.ENSP00000437125,9606.ENSP00000276914,0,0,0,0,0.049,0.1,0.7,0.896,0.969
EGFR,PTEN,9606.ENSP00000275493,9606.ENSP00000361021,0,0,0,0,0,0.608,0,0.925,0.969
ESR1,FN1,9606.ENSP00000405330,9606.ENSP00000346839,0,0,0,0,0,0.9,0,0.707,0.969
SDHA,UQCRC1,9606.ENSP00000264932,9606.ENSP00000203407,0,0,0,0,0.842,0.176,0.237,0.719,0.968
HSP90AA1,HSPA5,9606.ENSP00000335153,9606.ENSP00000324173,0,0.001,0,0,0.379,0.462,0,0.912,0.968
ENO1,TALDO1,9606.ENSP00000495530,9606.ENSP00000321259,0,0,0,0,0.338,0.187,0.8,0.745,0.968
HSPA8,PRPF19,9606.ENSP00000437125,9606.ENSP00000227524,0,0,0,0,0.166,0.213,0.9,0.576,0.968
DNMT1,HNRNPD,9606.ENSP00000352516,9606.ENSP00000313199,0,0,0,0,0.127,0.091,0,0.963,0.968
AHSA1,CDC37,9606.ENSP00000216479,9606.ENSP00000222005,0,0,0,0,0.119,0.493,0,0.934,0.968
CDC42,MAPK14,9606.ENSP00000497733,9606.ENSP00000229795,0,0,0,0,0.092,0.125,0.9,0.649,0.968
STUB1,TP53,9606.ENSP00000219548,9606.ENSP00000269305,0,0,0,0,0.091,0.916,0,0.624,0.968
DUSP1,MAPK9,9606.ENSP00000239223,9606.ENSP00000394560,0,0,0,0,0.084,0.421,0.9,0.473,0.968
DUSP8,MAPK9,9606.ENSP00000380530,9606.ENSP00000394560,0,0,0,0,0.075,0.558,0.9,0.322,0.968
ALDOA,TKTL1,9606.ENSP00000496166,9606.ENSP00000358931,0.079,0,0,0,0.067,0.091,0.932,0.493,0.968
BRCA1,CREBBP,9606.ENSP00000418960,9606.ENSP00000262367,0,0,0,0,0.061,0.833,0,0.814,0.968
AP2A2,CLTB,9606.ENSP00000327694,9606.ENSP00000309415,0,0,0,0,0.044,0.612,0.9,0.239,0.968
JUN,MAPK13,9606.ENSP00000360266,9606.ENSP00000211287,0,0,0,0,0,0.09,0.9,0.684,0.968
GAPDH,LDHA,9606.ENSP00000380070,9606.ENSP00000445175,0.056,0,0,0,0.746,0.071,0,0.872,0.967
DNAJA1,HSP90AB1,9606.ENSP00000369127,9606.ENSP00000360609,0.042,0,0,0,0.442,0.19,0.5,0.873,0.967
ENO1,TKT,9606.ENSP00000495530,9606.ENSP00000391481,0,0,0,0,0.442,0.232,0.8,0.66,0.967
DNAJB4,HSPH1,9606.ENSP00000359799,9606.ENSP00000487365,0.041,0,0.258,0,0.273,0.864,0.162,0.543,0.967
DNAJB4,HSPA8,9606.ENSP00000359799,9606.ENSP00000437125,0.041,0,0.395,0,0.255,0.785,0.162,0.664,0.967
DNAJB1,HSPA2,9606.ENSP00000254322,9606.ENSP00000378199,0.041,0,0.425,0,0.251,0.747,0.563,0.419,0.967
DNAJB1,NUDC,9606.ENSP00000254322,9606.ENSP00000319664,0,0,0,0,0.172,0.957,0,0.137,0.967
ACTB,HSP90AA1,9606.ENSP00000494750,9606.ENSP00000335153,0,0,0,0,0.142,0.27,0,0.952,0.967
CDC42,MAP3K1,9606.ENSP00000497733,9606.ENSP00000382423,0,0,0,0,0.112,0.128,0.9,0.629,0.967
ELK1,MAPK9,9606.ENSP00000366182,9606.ENSP00000394560,0,0,0,0,0.104,0.622,0.9,0.159,0.967
HSPA8,PLIN3,9606.ENSP00000437125,9606.ENSP00000221957,0,0,0,0,0.081,0.1,0.7,0.884,0.967
HDAC1,JUN,9606.ENSP00000362649,9606.ENSP00000360266,0,0,0,0,0.042,0.393,0.5,0.902,0.967
BAG1,BAG3,9606.ENSP00000489189,9606.ENSP00000358081,0,0,0,0,0,0.226,0.4,0.935,0.967
BPGM,PGAM1,9606.ENSP00000376840,9606.ENSP00000359991,0,0,0.063,0.955,0.042,0.609,0.912,0.081,0.966
CYC1,SDHA,9606.ENSP00000317159,9606.ENSP00000264932,0,0,0,0,0.859,0.223,0.285,0.616,0.966
EP300,KAT5,9606.ENSP00000263253,9606.ENSP00000340330,0,0,0,0,0.144,0.51,0.4,0.882,0.966
MAP3K5,TRAF6,9606.ENSP00000351908,9606.ENSP00000433623,0,0,0,0,0.107,0.82,0,0.805,0.966
H6PD,LDHA,9606.ENSP00000473348,9606.ENSP00000445175,0,0,0,0,0.106,0,0.8,0.828,0.966
RELA,TLR4,9606.ENSP00000384273,9606.ENSP00000363089,0,0,0,0,0.068,0.125,0.9,0.639,0.966
CDKN1A,CDKN2A,9606.ENSP00000384849,9606.ENSP00000418915,0,0,0,0,0.06,0.049,0.5,0.933,0.966
AKT1,MAP2K4,9606.ENSP00000451828,9606.ENSP00000410402,0,0,0,0.593,0.103,0.542,0.9,0.257,0.965
FOS,MYC,9606.ENSP00000306245,9606.ENSP00000478887,0,0,0,0,0.134,0.221,0.4,0.924,0.965
AKT1,CREB1,9606.ENSP00000451828,9606.ENSP00000387699,0,0,0,0,0.092,0.292,0.75,0.809,0.965
MAPK8,NCOA3,9606.ENSP00000378974,9606.ENSP00000361066,0,0,0,0,0.049,0.292,0.9,0.55,0.965
CREB1,JUND,9606.ENSP00000387699,9606.ENSP00000252818,0,0,0,0,0.042,0.398,0.5,0.893,0.965
CLTB,HIP1,9606.ENSP00000309415,9606.ENSP00000336747,0,0,0,0,0,0.756,0.8,0.35,0.965
MAP2K7,MAP3K5,9606.ENSP00000381070,9606.ENSP00000351908,0,0,0,0.613,0,0.51,0.9,0.328,0.964
GPI,PGK2,9606.ENSP00000405573,9606.ENSP00000305995,0.115,0,0,0,0.83,0.092,0,0.773,0.964
H6PD,TALDO1,9606.ENSP00000473348,9606.ENSP00000321259,0.285,0,0,0,0.685,0.256,0,0.811,0.964
BAG4,HSPA8,9606.ENSP00000287322,9606.ENSP00000437125,0,0,0,0,0.086,0.67,0.4,0.828,0.964
EP300,FOS,9606.ENSP00000263253,9606.ENSP00000306245,0,0,0,0,0.067,0.74,0.5,0.737,0.964
AKT1,HSPA4,9606.ENSP00000451828,9606.ENSP00000302961,0,0,0,0,0.049,0.331,0,0.948,0.964
AKT1,FKBP5,9606.ENSP00000451828,9606.ENSP00000444810,0,0,0,0,0.049,0.626,0,0.906,0.964
DAXX,HSPB1,9606.ENSP00000266000,9606.ENSP00000248553,0,0,0,0,0.047,0.798,0,0.83,0.964
BCL10,MAPK9,9606.ENSP00000498104,9606.ENSP00000394560,0,0,0,0,0,0.298,0.9,0.53,0.964
CFTR,HSP90AB1,9606.ENSP00000003084,9606.ENSP00000360609,0,0,0,0,0,0.13,0.5,0.925,0.964
ESR1,MAPK8,9606.ENSP00000405330,9606.ENSP00000378974,0,0,0,0,0,0,0.9,0.659,0.964
MAP3K1,MAPK8IP3,9606.ENSP00000382423,9606.ENSP00000481780,0,0,0,0,0,0.301,0.9,0.535,0.964
MAP2K3,MAPK8,9606.ENSP00000345083,9606.ENSP00000378974,0,0,0.124,0.608,0.093,0.073,0.9,0.579,0.963
PKM,TPI1,9606.ENSP00000320171,9606.ENSP00000229270,0.103,0,0,0,0.77,0,0,0.835,0.963
DNAJB1,GRPEL1,9606.ENSP00000254322,9606.ENSP00000264954,0.054,0,0,0,0.368,0.498,0,0.892,0.963
TKTL1,TPI1,9606.ENSP00000358931,9606.ENSP00000229270,0.114,0,0,0,0.3,0.078,0.8,0.731,0.963
TKTL2,TPI1,9606.ENSP00000280605,9606.ENSP00000229270,0.114,0,0,0,0.3,0.078,0.8,0.729,0.963
APP,MAPK8IP1,9606.ENSP00000284981,9606.ENSP00000241014,0,0,0,0,0.148,0.797,0,0.804,0.963
FOXO3,MAPK1,9606.ENSP00000339527,9606.ENSP00000215832,0,0,0,0,0.147,0.303,0.9,0.461,0.963
HSPBP1,HSPH1,9606.ENSP00000255631,9606.ENSP00000487365,0,0,0,0,0.106,0.254,0.9,0.521,0.963
G6PD,LDHA,9606.ENSP00000377192,9606.ENSP00000445175,0,0,0,0,0.099,0,0.8,0.812,0.963
HSPA4,SOD1,9606.ENSP00000302961,9606.ENSP00000270142,0,0,0,0,0.099,0.667,0,0.887,0.963
SMAD3,TP53,9606.ENSP00000332973,9606.ENSP00000269305,0,0,0,0,0.093,0.469,0,0.929,0.963
HSPA4,PGLYRP1,9606.ENSP00000302961,9606.ENSP00000008938,0,0,0,0,0.092,0,0,0.961,0.963
CDKN2A,MDM4,9606.ENSP00000418915,9606.ENSP00000356150,0,0,0,0,0.068,0.441,0.7,0.795,0.963
ALDOB,TKT,9606.ENSP00000497767,9606.ENSP00000391481,0.079,0,0,0,0.067,0.091,0.932,0.422,0.963
HDAC1,MDM2,9606.ENSP00000362649,9606.ENSP00000258149,0,0,0,0,0.061,0.737,0,0.863,0.963
DDX5,SMAD3,9606.ENSP00000225792,9606.ENSP00000332973,0,0,0,0,0.054,0.524,0,0.926,0.963
BAG1,STUB1,9606.ENSP00000489189,9606.ENSP00000219548,0,0,0,0,0.053,0.836,0,0.785,0.963
